TransactionID,InvestmentID,Type,Quantity,TransactionDate
20435,1709,Sell,22,2019-06-28
20436,1329,Sell,36,2019-06-13
20437,1486,Sell,88,2023-12-31
20438,249,Buy,36,2021-12-02
20439,214,Sell,46,2019-12-27
20440,1157,Buy,84,2023-12-12
20441,1193,Buy,35,2023-03-22
20442,83,Buy,95,2022-01-11
20443,747,Buy,77,2024-03-15
20444,47,Buy,84,2023-04-18
20445,1882,Buy,22,2020-10-21
20446,1305,Sell,52,2022-06-20
20447,588,Buy,23,2021-01-25
20448,1127,Buy,76,2019-07-24
20449,352,Buy,8,2022-11-29
20450,151,Buy,33,2019-05-23
20451,306,Sell,17,2019-09-13
20452,1252,Buy,28,2023-11-13
20453,562,Sell,70,2020-01-28
20454,1847,Buy,3,2020-06-19
20455,670,Sell,98,2020-03-31
20456,474,Sell,21,2021-10-20
20457,1201,Buy,87,2022-04-13
20458,1333,Sell,21,2019-10-07
20459,27,Sell,5,2022-02-02
20460,1329,Sell,70,2023-02-05
20461,1245,Buy,26,2019-11-04
20462,994,Buy,24,2022-08-11
20463,971,Sell,8,2020-03-20
20464,1258,Buy,94,2022-11-23
20465,1516,Sell,77,2022-04-06
20466,1523,Buy,22,2022-01-05
20467,1935,Buy,90,2020-02-27
20468,1083,Sell,23,2021-10-11
20469,266,Buy,39,2022-11-25
20470,164,Buy,33,2024-04-22
20471,569,Sell,76,2021-09-25
20472,345,Buy,94,2023-09-12
20473,1087,Sell,99,2020-10-02
20474,1551,Sell,76,2021-05-14
20475,203,Buy,14,2023-10-22
20476,940,Buy,42,2020-11-25
20477,202,Buy,69,2021-03-21
20478,758,Sell,63,2019-09-15
20479,1525,Buy,85,2022-06-05
20480,849,Sell,54,2021-12-09
20481,1448,Sell,78,2022-10-25
20482,319,Sell,62,2020-05-13
20483,1959,Sell,31,2022-03-17
20484,825,Sell,58,2022-10-02
20485,1429,Sell,73,2019-05-09
20486,1268,Sell,21,2022-04-02
20487,899,Buy,35,2021-12-09
20488,1861,Buy,92,2020-08-08
20489,175,Buy,35,2023-11-07
20490,1617,Sell,76,2022-06-23
20491,1768,Sell,67,2019-07-29
20492,1713,Buy,87,2021-07-18
20493,262,Buy,73,2022-05-17
20494,1850,Sell,31,2020-06-10
20495,30,Buy,99,2021-11-29
20496,1763,Sell,53,2019-06-02
20497,1789,Buy,18,2019-11-29
20498,904,Buy,25,2023-03-11
20499,565,Sell,3,2021-05-09
20500,1429,Buy,27,2023-12-23
20501,8,Buy,58,2024-04-03
20502,26,Buy,39,2022-04-24
20503,1735,Sell,39,2020-07-30
20504,891,Buy,36,2024-02-28
20505,47,Sell,65,2021-10-14
20506,1952,Buy,46,2019-11-21
20507,1319,Buy,36,2019-08-06
20508,978,Buy,78,2019-05-29
20509,977,Buy,67,2022-05-09
20510,1426,Sell,43,2022-04-16
20511,1994,Sell,67,2023-09-09
20512,1233,Buy,37,2022-04-19
20513,1063,Buy,68,2019-05-19
20514,1930,Sell,85,2020-06-26
20515,287,Sell,82,2019-09-24
20516,963,Buy,89,2020-06-06
20517,909,Buy,53,2022-01-14
20518,1112,Buy,70,2021-01-18
20519,1161,Sell,8,2020-11-01
20520,36,Buy,13,2021-01-17
20521,817,Sell,72,2022-09-03
20522,465,Buy,57,2023-12-08
20523,334,Buy,80,2024-02-20
20524,776,Buy,64,2019-05-01
20525,111,Buy,71,2020-01-10
20526,81,Buy,16,2019-04-29
20527,710,Sell,81,2020-09-11
20528,840,Sell,17,2023-10-18
20529,1788,Buy,28,2023-07-07
20530,1830,Sell,28,2022-10-17
20531,696,Buy,33,2023-03-24
20532,1412,Buy,63,2022-05-22
20533,983,Buy,47,2019-09-19
20534,648,Buy,28,2022-10-24
20535,149,Buy,93,2020-12-27
20536,568,Buy,28,2022-02-16
20537,1056,Buy,45,2023-11-27
20538,1915,Sell,35,2019-09-04
20539,1842,Sell,53,2021-08-14
20540,1139,Sell,10,2022-04-18
20541,487,Sell,81,2020-06-01
20542,1211,Buy,23,2022-01-12
20543,13,Buy,92,2020-01-22
20544,1805,Sell,68,2020-10-20
20545,1423,Sell,68,2023-01-04
20546,849,Buy,30,2022-04-13
20547,620,Sell,1,2022-03-22
20548,1468,Sell,22,2019-11-28
20549,1153,Sell,21,2021-08-17
20550,1304,Sell,13,2021-02-13
20551,319,Sell,63,2023-10-13
20552,694,Buy,28,2020-06-30
20553,625,Buy,61,2020-03-14
20554,1953,Sell,90,2020-03-23
20555,625,Buy,45,2020-06-11
20556,939,Sell,52,2023-06-30
20557,1552,Buy,55,2022-07-09
20558,524,Buy,32,2022-03-30
20559,1769,Sell,60,2022-06-03
20560,209,Sell,35,2023-10-28
20561,122,Buy,22,2021-09-28
20562,638,Buy,20,2021-09-10
20563,1924,Buy,6,2020-02-18
20564,1426,Buy,69,2022-08-18
20565,453,Sell,16,2021-10-24
20566,40,Buy,46,2020-07-23
20567,865,Buy,29,2023-12-10
20568,1788,Sell,17,2021-09-30
20569,1700,Sell,73,2021-12-02
20570,623,Buy,13,2023-03-02
20571,166,Buy,69,2022-11-29
20572,275,Sell,62,2020-03-21
20573,1892,Buy,59,2020-08-05
20574,1258,Sell,98,2023-06-07
20575,340,Buy,38,2023-04-18
20576,866,Buy,53,2019-11-27
20577,1302,Sell,98,2024-04-15
20578,1151,Sell,85,2022-03-20
20579,546,Buy,48,2024-01-26
20580,1248,Sell,74,2023-03-25
20581,15,Buy,44,2020-09-22
20582,1256,Buy,86,2021-10-23
20583,1302,Sell,77,2020-12-11
20584,1184,Buy,92,2022-11-16
20585,1412,Sell,32,2021-08-18
20586,1682,Sell,74,2024-03-09
20587,844,Sell,39,2019-11-13
20588,1524,Sell,5,2023-04-26
20589,608,Sell,79,2019-10-26
20590,1327,Sell,24,2021-01-25
20591,786,Buy,62,2022-01-21
20592,1763,Sell,30,2021-04-29
20593,714,Sell,31,2019-11-21
20594,1431,Buy,52,2021-08-24
20595,1023,Sell,26,2022-02-17
20596,146,Buy,93,2023-06-16
20597,269,Sell,55,2020-02-06
20598,322,Buy,92,2023-05-16
20599,999,Sell,12,2022-09-14
20600,1761,Sell,27,2022-11-05
20601,775,Sell,79,2023-04-14
20602,70,Sell,36,2020-12-03
20603,242,Sell,39,2023-08-05
20604,726,Sell,20,2021-12-02
20605,619,Buy,87,2020-06-19
20606,1404,Buy,1,2021-12-04
20607,202,Buy,4,2020-03-30
20608,1720,Buy,69,2020-08-20
20609,1646,Sell,54,2023-12-21
20610,820,Sell,22,2022-07-31
20611,871,Sell,94,2022-11-08
20612,974,Sell,64,2021-06-27
20613,677,Buy,72,2021-07-29
20614,1900,Sell,99,2023-10-30
20615,825,Buy,24,2023-03-29
20616,1166,Buy,66,2023-03-04
20617,456,Buy,45,2019-12-31
20618,48,Sell,76,2019-12-27
20619,1932,Sell,15,2022-09-09
20620,1578,Buy,4,2020-06-24
20621,1732,Buy,99,2020-10-31
20622,1346,Sell,64,2020-03-04
20623,998,Buy,61,2019-12-17
20624,334,Buy,70,2023-02-11
20625,611,Buy,33,2022-09-16
20626,1808,Sell,5,2023-08-08
20627,180,Sell,53,2020-07-27
20628,1488,Buy,66,2022-09-28
20629,1544,Buy,1,2020-06-14
20630,1245,Sell,42,2023-06-23
20631,1568,Sell,1,2022-05-26
20632,209,Buy,37,2019-12-21
20633,720,Buy,12,2021-10-25
20634,1535,Sell,58,2019-05-03
20635,12,Sell,13,2019-09-07
20636,840,Sell,30,2023-12-18
20637,1892,Buy,18,2024-04-03
20638,1890,Buy,94,2020-07-03
20639,1398,Sell,62,2023-01-17
20640,1524,Sell,14,2023-08-19
20641,1373,Buy,42,2021-01-04
20642,950,Buy,17,2020-11-29
20643,1221,Buy,87,2022-04-05
20644,1409,Sell,16,2020-12-25
20645,385,Buy,60,2022-01-25
20646,73,Sell,3,2023-11-20
20647,282,Buy,93,2023-07-20
20648,1161,Buy,42,2023-01-29
20649,1584,Sell,50,2021-05-04
20650,1924,Buy,40,2021-02-24
20651,1783,Buy,68,2023-04-24
20652,609,Sell,76,2022-02-01
20653,294,Buy,10,2019-08-30
20654,728,Buy,26,2021-01-05
20655,437,Sell,7,2020-01-17
20656,401,Sell,85,2019-09-14
20657,883,Buy,29,2021-09-11
20658,1012,Buy,43,2023-05-13
20659,652,Sell,57,2019-11-11
20660,89,Sell,21,2020-11-16
20661,969,Buy,37,2021-09-12
20662,961,Buy,89,2021-11-11
20663,1962,Buy,98,2023-09-07
20664,1938,Buy,8,2019-08-15
20665,1932,Sell,2,2020-06-17
20666,1696,Sell,48,2022-12-22
20667,1198,Buy,34,2023-10-21
20668,382,Sell,75,2022-08-12
20669,1218,Sell,80,2023-11-25
20670,1788,Sell,35,2019-05-26
20671,708,Buy,57,2022-03-17
20672,1648,Buy,79,2021-01-06
20673,586,Sell,54,2023-05-29
20674,974,Buy,29,2020-01-09
20675,1440,Sell,99,2019-08-23
20676,215,Sell,32,2020-03-25
20677,469,Sell,68,2021-07-09
20678,898,Sell,82,2023-07-03
20679,925,Buy,33,2019-09-13
20680,34,Sell,22,2023-04-28
20681,1808,Buy,95,2021-03-29
20682,1816,Buy,11,2020-12-03
20683,131,Sell,27,2023-03-01
20684,1487,Buy,71,2023-04-27
20685,1270,Sell,97,2019-12-05
20686,1626,Sell,72,2022-07-27
20687,1498,Sell,42,2021-09-15
20688,1160,Buy,85,2021-02-02
20689,1110,Buy,45,2023-09-26
20690,976,Sell,15,2023-06-14
20691,226,Buy,27,2022-07-21
20692,1820,Sell,90,2020-11-20
20693,1123,Buy,54,2022-02-24
20694,70,Sell,62,2020-12-15
20695,34,Sell,50,2020-02-15
20696,1892,Sell,96,2020-03-17
20697,1667,Buy,48,2022-06-14
20698,1421,Buy,20,2020-06-24
20699,48,Buy,6,2022-09-13
20700,394,Sell,53,2021-12-06
20701,1780,Buy,66,2020-02-23
20702,441,Buy,22,2021-02-20
20703,1764,Buy,99,2023-04-16
20704,225,Buy,31,2023-05-25
20705,979,Sell,37,2021-08-26
20706,916,Sell,3,2022-07-01
20707,1658,Buy,25,2021-08-21
20708,832,Sell,79,2023-03-03
20709,220,Buy,70,2022-10-26
20710,1631,Buy,11,2023-11-29
20711,31,Sell,8,2020-06-21
20712,1437,Buy,42,2022-03-01
20713,747,Sell,14,2024-03-10
20714,1122,Buy,34,2019-10-10
20715,908,Buy,21,2022-07-11
20716,1835,Buy,69,2021-05-30
20717,316,Buy,37,2020-05-24
20718,620,Sell,55,2022-09-24
20719,132,Buy,30,2023-08-11
20720,1043,Buy,95,2024-03-04
20721,500,Buy,87,2019-05-12
20722,1890,Buy,44,2023-11-17
20723,1370,Sell,82,2021-08-19
20724,1454,Sell,43,2021-09-01
20725,1580,Buy,3,2021-08-27
20726,465,Sell,65,2021-08-20
20727,221,Buy,39,2022-06-08
20728,1161,Sell,35,2022-09-13
20729,1671,Buy,67,2020-11-19
20730,572,Buy,83,2020-03-28
20731,757,Sell,52,2023-01-09
20732,1196,Sell,8,2023-01-15
20733,1032,Sell,46,2020-01-20
20734,1083,Buy,4,2020-12-26
20735,580,Buy,21,2022-11-19
20736,1022,Buy,98,2022-12-15
20737,967,Buy,18,2020-09-27
20738,491,Sell,88,2022-04-11
20739,637,Sell,49,2020-08-24
20740,476,Sell,57,2024-03-14
20741,925,Buy,44,2024-02-23
20742,1144,Buy,50,2019-12-23
20743,1470,Sell,44,2020-08-05
20744,1768,Buy,56,2021-02-08
20745,484,Buy,73,2021-08-11
20746,766,Sell,33,2022-12-11
20747,1658,Buy,10,2020-10-03
20748,822,Buy,38,2019-06-26
20749,1845,Buy,23,2021-03-27
20750,215,Buy,36,2019-10-19
20751,321,Sell,84,2021-05-22
20752,214,Sell,85,2024-03-27
20753,1389,Buy,59,2023-09-01
20754,1928,Sell,48,2021-04-01
20755,1426,Buy,84,2020-03-29
20756,631,Sell,38,2023-01-20
20757,325,Sell,66,2019-12-17
20758,1375,Buy,29,2021-03-20
20759,1191,Sell,9,2020-07-03
20760,999,Sell,59,2020-09-30
20761,1655,Buy,53,2022-08-13
20762,1772,Sell,80,2023-02-14
20763,1271,Buy,46,2020-09-17
20764,1883,Buy,60,2021-02-23
20765,369,Buy,62,2019-07-24
20766,1019,Sell,95,2022-11-08
20767,1924,Buy,23,2024-03-30
20768,1175,Buy,68,2022-01-15
20769,1412,Sell,54,2022-01-15
20770,1110,Sell,58,2019-08-29
20771,430,Sell,3,2020-11-02
20772,748,Sell,61,2022-05-04
20773,1757,Sell,40,2024-02-25
20774,69,Buy,68,2023-07-29
20775,1160,Sell,9,2024-03-16
20776,907,Sell,40,2019-09-09
20777,1575,Buy,7,2019-06-10
20778,631,Sell,62,2019-06-02
20779,1272,Sell,61,2022-02-11
20780,781,Buy,3,2023-02-07
20781,1734,Sell,49,2024-02-17
20782,1634,Buy,98,2020-08-06
20783,721,Sell,73,2021-01-16
20784,1784,Sell,6,2019-05-10
20785,525,Buy,34,2022-09-27
20786,516,Sell,84,2022-09-10
20787,445,Sell,45,2023-03-01
20788,379,Sell,34,2023-04-05
20789,27,Buy,41,2020-11-16
20790,289,Buy,26,2020-11-22
20791,125,Buy,78,2021-06-23
20792,1312,Sell,58,2020-07-21
20793,1005,Buy,26,2019-08-04
20794,879,Buy,13,2022-03-05
20795,223,Sell,32,2022-11-19
20796,1497,Sell,67,2019-10-30
20797,1361,Sell,92,2021-10-08
20798,272,Buy,82,2022-02-15
20799,498,Sell,83,2024-04-26
20800,1302,Buy,86,2021-02-28
20801,254,Sell,32,2020-02-14
20802,35,Sell,21,2023-12-26
20803,546,Sell,31,2019-06-22
20804,1658,Sell,73,2021-08-21
20805,1393,Buy,73,2020-10-23
20806,1534,Buy,88,2021-01-25
20807,1166,Buy,49,2021-06-20
20808,1892,Sell,30,2023-07-08
20809,172,Buy,52,2022-09-27
20810,278,Sell,84,2020-03-14
20811,62,Sell,85,2020-04-23
20812,1890,Buy,4,2020-12-16
20813,1377,Sell,16,2023-04-16
20814,847,Buy,36,2022-03-29
20815,312,Sell,56,2020-02-05
20816,1912,Buy,84,2020-10-14
20817,1371,Sell,35,2023-11-28
20818,277,Sell,30,2019-06-08
20819,1238,Sell,77,2022-04-21
20820,1439,Sell,55,2021-05-09
20821,1436,Sell,88,2020-04-09
20822,1894,Sell,49,2021-01-14
20823,749,Sell,1,2022-05-27
20824,938,Sell,57,2022-08-05
20825,507,Sell,49,2022-11-08
20826,1568,Buy,1,2022-10-04
20827,200,Sell,30,2023-07-31
20828,1308,Sell,37,2020-03-22
20829,1243,Sell,95,2023-06-19
20830,813,Buy,72,2020-07-07
20831,931,Buy,35,2024-04-08
20832,1237,Buy,25,2021-09-24
20833,289,Sell,48,2023-08-20
20834,588,Sell,41,2022-05-17
20835,451,Buy,99,2023-11-14
20836,313,Sell,53,2022-10-07
20837,1756,Sell,82,2023-02-06
20838,73,Sell,12,2022-12-19
20839,132,Sell,29,2023-06-09
20840,977,Buy,5,2023-06-24
20841,392,Buy,42,2020-07-09
20842,1326,Sell,51,2024-01-31
20843,729,Sell,4,2021-07-15
20844,883,Buy,72,2020-11-02
20845,1722,Buy,26,2021-07-04
20846,879,Sell,96,2022-07-26
20847,917,Sell,90,2023-12-28
20848,713,Sell,85,2022-08-10
20849,1522,Buy,24,2021-05-30
20850,988,Sell,19,2020-04-17
20851,1568,Buy,60,2023-07-23
20852,443,Sell,38,2021-05-03
20853,1799,Sell,42,2019-09-02
20854,229,Buy,95,2020-10-17
20855,465,Buy,74,2023-09-27
20856,1717,Buy,67,2020-12-23
20857,436,Sell,85,2021-07-26
20858,1639,Sell,62,2020-08-30
20859,1338,Buy,28,2019-11-20
20860,1516,Sell,10,2023-05-06
20861,95,Buy,61,2020-01-09
20862,864,Buy,22,2022-07-07
20863,201,Sell,14,2019-10-06
20864,144,Sell,98,2022-07-17
20865,208,Buy,78,2020-05-05
20866,125,Buy,86,2020-07-05
20867,1646,Buy,40,2021-06-21
20868,1324,Sell,7,2021-09-08
20869,276,Buy,47,2020-07-25
20870,1960,Sell,45,2022-04-28
20871,688,Sell,83,2023-02-09
20872,401,Sell,63,2020-03-27
20873,1857,Buy,70,2020-05-17
20874,1188,Buy,65,2023-05-02
20875,688,Sell,3,2023-06-14
20876,783,Buy,3,2023-06-08
20877,550,Buy,18,2019-10-07
20878,1297,Buy,32,2022-07-21
20879,1463,Buy,87,2021-01-28
20880,1826,Sell,59,2021-03-06
20881,8,Buy,50,2023-03-28
20882,1827,Sell,16,2021-01-07
20883,1780,Sell,23,2020-10-08
20884,1052,Buy,36,2023-07-13
20885,1720,Buy,54,2019-10-21
20886,1092,Sell,99,2022-06-20
20887,108,Sell,33,2020-02-18
20888,201,Sell,3,2023-01-20
20889,614,Buy,32,2022-01-21
20890,425,Sell,5,2020-10-20
20891,19,Sell,79,2020-02-21
20892,820,Buy,55,2020-12-14
20893,1033,Buy,84,2021-02-05
20894,441,Buy,90,2021-06-28
20895,1113,Buy,13,2021-02-19
20896,745,Sell,55,2020-05-19
20897,1856,Buy,29,2021-03-14
20898,1417,Buy,42,2023-02-26
20899,1075,Buy,93,2020-06-08
20900,1901,Buy,46,2023-04-10
20901,1189,Sell,29,2021-01-17
20902,1690,Buy,16,2020-07-24
20903,1544,Buy,58,2024-03-02
20904,641,Sell,24,2022-09-18
20905,2,Buy,32,2022-09-22
20906,686,Buy,10,2020-02-15
20907,1972,Sell,23,2023-12-16
20908,1989,Sell,78,2021-05-16
20909,406,Sell,68,2021-06-30
20910,700,Buy,36,2019-12-26
20911,1805,Buy,47,2024-03-10
20912,611,Sell,9,2022-02-14
20913,206,Sell,16,2021-12-13
20914,1435,Sell,2,2020-02-17
20915,879,Sell,60,2022-08-11
20916,130,Sell,71,2021-08-01
20917,978,Sell,64,2021-01-21
20918,1590,Buy,2,2022-04-18
20919,595,Buy,17,2021-01-11
20920,985,Sell,80,2021-06-29
20921,499,Sell,69,2024-01-25
20922,942,Buy,60,2024-03-20
20923,811,Sell,12,2022-06-13
20924,1530,Buy,64,2023-12-11
20925,1185,Buy,55,2021-02-03
20926,1121,Buy,79,2023-01-03
20927,401,Sell,52,2022-05-03
20928,1678,Sell,34,2021-05-26
20929,1858,Sell,81,2022-07-13
20930,606,Sell,68,2023-12-19
20931,1443,Sell,13,2020-01-15
20932,1391,Sell,45,2023-05-09
20933,1433,Sell,76,2023-04-19
20934,289,Buy,55,2020-08-09
20935,1462,Buy,89,2024-03-01
20936,1715,Sell,45,2023-04-28
20937,1242,Buy,37,2021-06-19
20938,1763,Buy,97,2021-12-12
20939,1851,Buy,53,2023-08-12
20940,1309,Sell,68,2022-06-08
20941,1167,Buy,76,2021-09-04
20942,862,Buy,84,2021-07-19
20943,1292,Buy,17,2024-03-26
20944,653,Sell,68,2019-08-06
20945,271,Buy,41,2024-03-27
20946,276,Sell,6,2024-02-01
20947,1107,Sell,62,2021-05-05
20948,1431,Sell,1,2023-01-01
20949,59,Buy,40,2019-05-23
20950,1528,Buy,61,2019-08-18
20951,1169,Buy,48,2023-06-28
20952,1754,Buy,18,2023-02-04
20953,1291,Buy,64,2021-03-28
20954,1808,Sell,86,2020-12-23
20955,403,Buy,49,2021-05-06
20956,1423,Sell,34,2023-03-06
20957,1310,Sell,87,2021-06-29
20958,201,Buy,67,2023-02-07
20959,1069,Sell,93,2021-09-20
20960,868,Buy,68,2021-08-07
20961,1192,Sell,25,2022-06-24
20962,230,Sell,6,2022-05-11
20963,325,Sell,88,2022-11-29
20964,1304,Sell,41,2019-05-15
20965,1093,Sell,83,2021-09-15
20966,1691,Sell,26,2019-07-21
20967,1689,Buy,30,2020-06-24
20968,81,Buy,26,2023-09-09
20969,1891,Sell,42,2020-04-28
20970,1831,Sell,25,2021-07-20
20971,1784,Sell,45,2022-10-25
20972,1444,Sell,88,2019-10-23
20973,1017,Sell,78,2021-07-07
20974,1927,Sell,27,2023-08-29
20975,1655,Buy,73,2022-07-10
20976,1659,Sell,21,2023-02-28
20977,296,Sell,67,2020-09-28
20978,1077,Sell,24,2021-01-25
20979,1845,Buy,27,2023-10-19
20980,261,Buy,83,2022-04-26
20981,1641,Buy,1,2019-10-07
20982,1597,Buy,29,2020-08-16
20983,1079,Buy,13,2021-04-14
20984,679,Buy,7,2022-01-11
20985,1580,Sell,10,2020-10-28
20986,927,Sell,35,2021-01-03
20987,587,Sell,71,2023-03-13
20988,1338,Buy,77,2021-01-31
20989,1441,Sell,6,2020-12-23
20990,1121,Buy,70,2021-05-31
20991,948,Buy,71,2020-04-11
20992,436,Buy,71,2022-09-29
20993,407,Sell,68,2023-01-01
20994,1734,Buy,56,2020-01-07
20995,71,Sell,38,2019-07-11
20996,422,Sell,20,2022-12-24
20997,1126,Sell,66,2020-07-24
20998,498,Buy,34,2019-08-08
20999,154,Sell,50,2021-06-12
21000,895,Buy,9,2024-04-12
21001,327,Sell,85,2022-07-23
21002,1642,Buy,64,2019-10-01
21003,186,Sell,93,2022-11-24
21004,1762,Sell,70,2023-03-12
21005,714,Sell,77,2023-06-06
21006,296,Sell,59,2023-08-24
21007,388,Sell,90,2020-03-10
21008,1283,Buy,5,2023-01-15
21009,1637,Sell,45,2023-04-07
21010,395,Buy,26,2022-03-22
21011,650,Sell,77,2020-03-20
21012,816,Buy,38,2021-01-05
21013,691,Sell,80,2024-04-19
21014,1485,Buy,85,2022-04-30
21015,513,Buy,70,2019-10-16
21016,367,Sell,93,2023-06-22
21017,1008,Sell,89,2024-03-04
21018,489,Buy,59,2022-03-14
21019,278,Buy,1,2023-10-03
21020,1015,Buy,41,2019-09-17
21021,254,Buy,96,2022-02-15
21022,489,Sell,11,2023-07-05
21023,736,Sell,42,2020-05-20
21024,345,Buy,23,2020-11-07
21025,1464,Sell,76,2022-11-18
21026,976,Sell,33,2020-07-05
21027,1721,Sell,34,2021-04-17
21028,1997,Buy,86,2023-04-23
21029,466,Buy,69,2024-02-11
21030,614,Sell,91,2022-07-28
21031,1742,Buy,9,2019-08-05
21032,1752,Sell,75,2022-07-24
21033,764,Buy,35,2021-03-23
21034,693,Sell,50,2021-02-01
21035,624,Sell,34,2023-01-22
21036,426,Buy,32,2022-04-21
21037,1748,Sell,60,2020-05-24
21038,751,Sell,88,2024-03-19
21039,1907,Sell,77,2022-07-28
21040,974,Buy,31,2022-01-21
21041,1202,Buy,72,2020-09-30
21042,1096,Sell,99,2022-12-13
21043,421,Sell,27,2022-09-12
21044,1647,Buy,90,2021-10-24
21045,129,Buy,61,2019-08-18
21046,1644,Sell,42,2021-03-07
21047,239,Buy,63,2022-12-12
21048,1771,Buy,74,2021-08-24
21049,865,Buy,33,2023-05-07
21050,1380,Buy,5,2022-03-04
21051,1875,Sell,96,2019-04-30
21052,1368,Sell,12,2021-04-28
21053,1475,Sell,62,2024-03-14
21054,29,Buy,87,2021-01-21
21055,1005,Buy,69,2024-04-24
21056,1570,Buy,11,2021-09-11
21057,729,Sell,68,2023-12-15
21058,1672,Sell,34,2021-12-16
21059,1476,Buy,10,2020-10-31
21060,1042,Sell,49,2021-02-04
21061,209,Sell,73,2020-05-01
21062,820,Buy,50,2024-03-19
21063,633,Buy,26,2023-08-10
21064,113,Buy,37,2020-05-07
21065,1292,Sell,50,2020-07-02
21066,1612,Sell,20,2023-06-16
21067,1824,Sell,36,2023-05-09
21068,1807,Sell,9,2023-10-08
21069,1720,Sell,22,2021-04-15
21070,1318,Sell,92,2021-11-06
21071,545,Sell,86,2022-03-26
21072,1040,Buy,84,2022-12-02
21073,1152,Sell,64,2021-06-17
21074,1983,Sell,43,2021-09-11
21075,549,Sell,77,2022-09-14
21076,1120,Buy,61,2021-09-09
21077,1901,Buy,91,2022-05-10
21078,1521,Sell,69,2022-01-08
21079,1470,Sell,21,2022-08-19
21080,775,Sell,31,2020-10-17
21081,340,Sell,36,2020-01-05
21082,878,Buy,53,2022-04-01
21083,1713,Buy,16,2023-10-15
21084,649,Sell,56,2024-02-12
21085,1554,Sell,85,2019-12-26
21086,1952,Sell,58,2021-11-18
21087,590,Sell,71,2022-01-07
21088,199,Buy,52,2023-12-22
21089,933,Sell,6,2023-10-11
21090,1271,Sell,67,2021-12-20
21091,1335,Buy,8,2021-11-29
21092,886,Buy,10,2021-07-25
21093,1713,Sell,20,2022-03-20
21094,1874,Sell,1,2021-04-10
21095,188,Buy,55,2019-12-07
21096,1821,Sell,65,2021-11-08
21097,1002,Buy,33,2021-09-11
21098,334,Sell,87,2023-02-11
21099,328,Sell,9,2019-06-03
21100,1665,Sell,96,2020-07-22
21101,1400,Sell,91,2020-04-26
21102,80,Buy,29,2023-09-24
21103,971,Sell,8,2022-10-31
21104,420,Sell,77,2019-12-31
21105,1095,Sell,36,2023-11-29
21106,1153,Sell,84,2023-04-25
21107,1014,Buy,5,2021-03-01
21108,1832,Sell,14,2020-06-10
21109,244,Sell,25,2019-11-20
21110,1306,Sell,39,2023-05-06
21111,124,Sell,90,2021-08-04
21112,214,Sell,97,2021-09-20
21113,1943,Buy,53,2023-03-20
21114,904,Sell,24,2020-03-13
21115,303,Buy,5,2021-09-10
21116,949,Buy,76,2023-08-12
21117,1091,Sell,77,2023-02-03
21118,1241,Sell,96,2019-06-24
21119,101,Buy,25,2022-05-29
21120,1855,Buy,89,2021-10-22
21121,1363,Buy,42,2019-06-11
21122,952,Buy,6,2023-11-08
21123,190,Buy,8,2021-08-17
21124,888,Buy,69,2022-05-20
21125,383,Buy,27,2022-11-16
21126,1853,Buy,66,2020-05-24
21127,609,Sell,97,2023-09-12
21128,282,Sell,72,2023-02-03
21129,243,Sell,26,2022-06-28
21130,1791,Buy,70,2021-07-22
21131,1257,Sell,3,2022-01-04
21132,781,Sell,28,2020-08-07
21133,644,Buy,85,2021-12-19
21134,1884,Sell,4,2024-02-14
21135,1115,Buy,64,2022-10-22
21136,1892,Sell,60,2020-12-04
21137,279,Sell,42,2023-08-02
21138,1848,Sell,55,2024-03-10
21139,654,Buy,53,2023-11-27
21140,155,Sell,86,2020-01-20
21141,1994,Sell,23,2020-06-13
21142,915,Buy,11,2024-02-29
21143,1542,Sell,59,2020-01-29
21144,292,Sell,23,2021-07-19
21145,393,Sell,10,2019-11-16
21146,984,Sell,8,2021-08-17
21147,124,Buy,49,2021-08-09
21148,1530,Buy,49,2021-10-16
21149,362,Sell,9,2021-08-02
21150,1275,Buy,80,2021-05-18
21151,864,Sell,82,2022-06-05
21152,351,Buy,50,2021-02-19
21153,851,Buy,12,2019-07-17
21154,1994,Buy,93,2022-01-05
21155,1854,Buy,68,2021-07-21
21156,1269,Buy,10,2024-03-04
21157,264,Buy,26,2023-01-08
21158,1708,Sell,22,2021-12-30
21159,1619,Buy,91,2019-06-20
21160,678,Buy,63,2023-02-09
21161,1885,Buy,49,2020-06-03
21162,544,Sell,83,2024-03-11
21163,1095,Sell,88,2019-07-21
21164,1696,Buy,12,2023-11-14
21165,353,Sell,7,2019-12-01
21166,254,Buy,86,2019-05-01
21167,624,Sell,87,2021-09-25
21168,1551,Buy,96,2021-04-11
21169,1305,Buy,38,2022-05-15
21170,1878,Sell,58,2019-05-24
21171,851,Buy,94,2023-06-15
21172,810,Buy,91,2021-05-14
21173,624,Buy,6,2021-08-19
21174,402,Buy,18,2023-08-19
21175,1354,Sell,25,2020-06-12
21176,634,Buy,13,2022-03-31
21177,1361,Sell,98,2023-03-23
21178,1202,Buy,19,2022-02-07
21179,187,Sell,6,2019-12-03
21180,518,Sell,87,2022-01-22
21181,925,Sell,21,2022-12-23
21182,914,Sell,48,2020-01-16
21183,1645,Sell,50,2022-08-03
21184,140,Sell,17,2020-06-23
21185,1358,Sell,17,2023-03-31
21186,504,Buy,57,2023-06-02
21187,1175,Sell,30,2019-11-27
21188,1615,Sell,77,2022-02-15
21189,387,Sell,37,2023-08-01
